,Age,MonthlyIncome,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Human Resources,Life Sciences,Marketing,Medical,Other,Technical Degree,AgeMinMax,AgeStand
100,37,2073.0,1,Travel_Rarely,807,Human Resources,6,4,Human Resources,3,Male,63,3,1,Human Resources,1,Divorced,23648.0,4,Yes,22.0,4.0,4,0,7,3,3,3,2,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.4523809523809524,0.0069685404478550305
101,32,2956.0,0,Travel_Rarely,827,Research & Development,1,1,Life Sciences,4,Male,71,3,1,Research Scientist,1,Single,15178.0,1,No,13.0,3.0,4,0,1,2,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.5418976829987995
102,20,2926.0,1,Travel_Frequently,871,Research & Development,6,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,4,Single,19783.0,1,Yes,18.0,3.0,2,0,1,5,3,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.047619047619047616,-1.8591766192707704
104,37,5163.0,0,Non-Travel,1040,Research & Development,2,2,Life Sciences,3,Male,100,2,2,Healthcare Representative,4,Divorced,15850.0,5,No,14.0,3.0,4,1,17,2,4,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.4523809523809524,0.0069685404478550305
105,59,18844.0,0,Non-Travel,1420,Human Resources,2,4,Human Resources,3,Female,32,2,5,Manager,4,Married,21922.0,9,No,21.0,4.0,4,1,30,3,3,3,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.976190476190476,2.421979923613135
106,50,18172.0,0,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,Female,73,3,5,Research Director,2,Married,9755.0,3,Yes,19.0,3.0,1,0,28,1,2,8,3,0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.7619047619047619,1.434020721409157
107,25,5744.0,1,Travel_Rarely,240,Sales,5,3,Marketing,3,Male,46,2,2,Sales Executive,3,Single,26959.0,1,Yes,11.0,3.0,4,0,6,1,3,6,4,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666669,-1.3103103958241158
108,25,2889.0,0,Travel_Rarely,1280,Research & Development,7,1,Medical,4,Male,64,2,1,Research Scientist,4,Married,26897.0,1,No,11.0,3.0,3,2,2,2,3,2,2,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666669,-1.3103103958241158
109,22,2871.0,0,Travel_Rarely,534,Research & Development,15,3,Medical,2,Female,59,3,1,Laboratory Technician,4,Single,23785.0,1,No,15.0,3.0,3,0,1,5,3,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.09523809523809518,-1.6396301298921085
110,51,7484.0,0,Travel_Frequently,1456,Research & Development,1,4,Medical,1,Female,30,2,3,Healthcare Representative,1,Single,25796.0,3,No,20.0,4.0,3,0,23,1,2,13,12,12,8,0.0,0.0,0.0,1.0,0.0,0.0,0.7857142857142856,1.5437939660984878
111,34,6074.0,1,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,Male,66,1,2,Laboratory Technician,3,Single,22887.0,1,Yes,24.0,4.0,4,0,9,3,3,9,7,0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.380952380952381,-0.3223511936201377
112,54,17328.0,0,Non-Travel,142,Human Resources,26,3,Human Resources,4,Female,30,4,4,Manager,4,Single,13871.0,2,Yes,12.0,3.0,3,0,23,3,3,5,3,4,4,1.0,0.0,0.0,0.0,0.0,0.0,0.857142857142857,1.8731137001664804
113,24,2774.0,0,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,2,Male,52,3,1,Laboratory Technician,3,Married,13257.0,0,No,12.0,3.0,3,1,6,2,3,5,3,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,-1.4200836405134467
114,34,4505.0,0,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,3,Female,45,2,2,Research Scientist,2,Divorced,15000.0,6,No,15.0,3.0,3,1,12,3,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.380952380952381,-0.3223511936201377
115,37,7428.0,0,Travel_Rarely,1189,Sales,3,3,Life Sciences,3,Male,87,3,3,Sales Executive,4,Single,14506.0,2,No,12.0,3.0,1,0,12,3,3,5,3,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.4523809523809524,0.0069685404478550305
116,34,11631.0,0,Travel_Rarely,1354,Research & Development,5,3,Medical,3,Female,45,2,3,Manager,1,Single,5615.0,2,No,12.0,3.0,4,0,14,6,3,11,10,5,8,0.0,0.0,0.0,1.0,0.0,0.0,0.380952380952381,-0.3223511936201377
117,36,9738.0,0,Travel_Frequently,1467,Sales,11,2,Technical Degree,2,Female,92,3,3,Sales Executive,4,Married,22952.0,0,No,14.0,3.0,3,1,10,6,3,9,7,2,8,0.0,0.0,0.0,0.0,0.0,1.0,0.42857142857142855,-0.10280470424147588
118,36,2835.0,0,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,4,Divorced,2561.0,5,No,22.0,4.0,1,1,7,2,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,-0.10280470424147588
119,43,16959.0,0,Travel_Frequently,394,Sales,26,2,Life Sciences,3,Male,92,3,4,Manager,4,Married,19494.0,1,Yes,12.0,3.0,4,2,25,3,4,25,12,4,12,0.0,1.0,0.0,0.0,0.0,0.0,0.5952380952380951,0.6656080085838405
120,30,2613.0,0,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,Male,96,1,1,Research Scientist,3,Divorced,22310.0,1,No,25.0,4.0,3,3,10,2,2,10,7,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
121,33,6146.0,0,Non-Travel,750,Sales,22,2,Marketing,3,Male,95,3,2,Sales Executive,2,Married,15480.0,0,No,13.0,3.0,1,1,8,2,4,7,7,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.35714285714285715,-0.4321244383094686
122,56,4963.0,1,Travel_Rarely,441,Research & Development,14,4,Life Sciences,2,Female,72,3,1,Research Scientist,2,Married,4510.0,9,Yes,18.0,3.0,1,3,7,2,3,5,4,4,3,0.0,1.0,0.0,0.0,0.0,0.0,0.9047619047619047,2.092660189545142
123,51,19537.0,0,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,Male,51,3,5,Research Director,3,Single,6462.0,7,No,13.0,3.0,3,0,23,5,3,20,18,15,15,0.0,1.0,0.0,0.0,0.0,0.0,0.7857142857142856,1.5437939660984878
124,31,6172.0,1,Travel_Rarely,249,Sales,6,4,Life Sciences,2,Male,76,1,2,Sales Executive,3,Married,20739.0,4,Yes,18.0,3.0,2,0,12,3,2,7,7,7,7,0.0,1.0,0.0,0.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
125,26,2368.0,0,Travel_Rarely,841,Research & Development,6,3,Other,3,Female,46,2,1,Research Scientist,2,Married,23300.0,1,No,19.0,3.0,3,0,5,3,2,5,4,4,3,0.0,0.0,0.0,0.0,1.0,0.0,0.19047619047619052,-1.2005371511347849
126,58,10312.0,1,Travel_Rarely,147,Research & Development,23,4,Medical,4,Female,94,3,3,Healthcare Representative,4,Married,3465.0,1,No,12.0,3.0,4,1,40,3,2,40,10,15,6,0.0,0.0,0.0,1.0,0.0,0.0,0.9523809523809523,2.312206678923804
127,19,1675.0,1,Travel_Rarely,528,Sales,22,1,Marketing,4,Male,50,3,1,Sales Representative,3,Single,26820.0,1,Yes,19.0,3.0,4,0,0,2,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.02380952380952378,-1.9689498639601013
128,22,2523.0,0,Travel_Rarely,594,Research & Development,2,1,Technical Degree,3,Male,100,3,1,Laboratory Technician,4,Married,19299.0,0,No,14.0,3.0,3,1,3,2,3,2,1,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.09523809523809518,-1.6396301298921085
129,49,6567.0,0,Travel_Rarely,470,Research & Development,20,4,Medical,3,Female,96,3,2,Manufacturing Director,1,Married,5549.0,1,No,14.0,3.0,3,0,16,2,2,15,11,5,11,0.0,0.0,0.0,1.0,0.0,0.0,0.7380952380952379,1.324247476719826
130,43,4739.0,0,Travel_Frequently,957,Research & Development,28,3,Medical,2,Female,72,4,1,Research Scientist,3,Single,16090.0,4,No,12.0,3.0,4,0,18,2,3,3,2,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.5952380952380951,0.6656080085838405
131,50,9208.0,0,Travel_Frequently,809,Sales,12,3,Marketing,3,Female,77,3,3,Sales Executive,4,Single,6645.0,4,No,11.0,3.0,4,0,16,3,3,2,2,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.7619047619047619,1.434020721409157
132,31,4559.0,1,Travel_Rarely,542,Sales,20,3,Life Sciences,2,Female,71,1,2,Sales Executive,3,Married,24788.0,3,Yes,11.0,3.0,3,1,4,2,3,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
133,41,8189.0,0,Travel_Rarely,802,Sales,9,1,Life Sciences,3,Male,96,3,3,Sales Executive,3,Divorced,21196.0,3,Yes,13.0,3.0,3,1,12,2,3,9,7,0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.5476190476190477,0.44606151920517867
134,26,2942.0,0,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,3,Female,61,3,1,Human Resources,3,Married,8916.0,1,No,23.0,4.0,4,1,8,3,3,8,7,5,7,0.0,1.0,0.0,0.0,0.0,0.0,0.19047619047619052,-1.2005371511347849
135,36,4941.0,0,Travel_Rarely,216,Research & Development,6,2,Medical,2,Male,84,3,2,Manufacturing Director,2,Divorced,2819.0,6,No,20.0,4.0,4,2,7,0,3,3,2,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,-0.10280470424147588
136,51,10650.0,1,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,Male,53,1,3,Manufacturing Director,4,Single,25150.0,2,No,15.0,3.0,4,0,18,2,3,4,2,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.7857142857142856,1.5437939660984878
137,39,5902.0,0,Travel_Rarely,1329,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,14590.0,4,No,14.0,3.0,3,1,17,1,4,15,11,5,9,0.0,1.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.22651502982651683
138,25,8639.0,0,Travel_Rarely,959,Sales,28,3,Life Sciences,1,Male,41,2,2,Sales Executive,3,Married,24835.0,2,No,18.0,3.0,4,0,6,3,3,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666669,-1.3103103958241158
139,30,6347.0,0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,3,Male,48,3,2,Human Resources,4,Married,13982.0,0,Yes,19.0,3.0,4,0,12,2,1,11,9,4,7,1.0,0.0,0.0,0.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
140,32,4200.0,1,Travel_Rarely,1033,Research & Development,9,3,Medical,1,Female,41,3,1,Laboratory Technician,1,Single,10224.0,7,No,22.0,4.0,1,0,10,2,4,5,4,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,-0.5418976829987995
141,45,3452.0,0,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,9752.0,5,No,13.0,3.0,2,0,9,2,2,6,5,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.6428571428571428,0.8851544979625023
142,38,4317.0,0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,2302.0,3,Yes,20.0,4.0,2,0,19,2,3,3,2,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.4761904761904761,0.11674178513718594
143,30,2632.0,0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,Female,75,3,1,Research Scientist,3,Single,23910.0,1,No,14.0,3.0,3,0,5,4,2,5,4,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
144,32,4668.0,0,Travel_Frequently,689,Sales,9,2,Medical,4,Male,35,1,2,Sales Executive,4,Divorced,22812.0,0,No,17.0,3.0,4,3,9,2,4,8,7,0,7,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,-0.5418976829987995
145,30,3204.0,0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,10415.0,5,No,14.0,3.0,4,1,8,3,3,3,2,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.28571428571428564,-0.7614441723774613
146,30,2720.0,0,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,11162.0,0,No,13.0,3.0,4,0,6,3,3,5,3,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
147,41,17181.0,0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,12888.0,4,No,13.0,3.0,2,1,21,2,2,7,6,7,7,0.0,1.0,0.0,0.0,0.0,0.0,0.5476190476190477,0.44606151920517867
148,41,2238.0,0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,6961.0,2,No,21.0,4.0,4,1,7,2,3,5,0,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.5476190476190477,0.44606151920517867
149,19,1483.0,0,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,16102.0,1,No,14.0,3.0,4,0,1,3,3,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.02380952380952378,-1.9689498639601013
150,40,5605.0,0,Travel_Frequently,1395,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,8504.0,1,No,11.0,3.0,1,1,20,2,3,20,7,2,13,0.0,0.0,0.0,1.0,0.0,0.0,0.5238095238095237,0.33628827451584775
151,35,7295.0,0,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,11439.0,1,No,13.0,3.0,1,2,10,3,3,10,8,0,6,0.0,0.0,1.0,0.0,0.0,0.0,0.4047619047619047,-0.21257794893080678
152,53,2306.0,0,Travel_Rarely,1436,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,16047.0,2,Yes,20.0,4.0,4,1,13,3,1,7,7,4,5,0.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333333,1.7633404554771495
153,45,2348.0,0,Travel_Rarely,194,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,10901.0,8,No,18.0,3.0,3,1,20,2,1,17,9,0,15,0.0,1.0,0.0,0.0,0.0,0.0,0.6428571428571428,0.8851544979625023
154,32,8998.0,0,Travel_Frequently,967,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,15589.0,1,No,14.0,3.0,4,0,9,2,3,9,8,3,7,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,-0.5418976829987995
155,29,4319.0,0,Non-Travel,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,26283.0,1,No,13.0,3.0,1,1,10,1,3,10,7,0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.2619047619047619,-0.8712174170667922
156,51,6132.0,0,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,13983.0,2,No,17.0,3.0,3,0,10,2,3,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.7857142857142856,1.5437939660984878
157,58,3346.0,0,Travel_Rarely,1145,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,11873.0,4,Yes,20.0,4.0,2,1,9,3,2,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.9523809523809523,2.312206678923804
158,40,10855.0,0,Travel_Rarely,630,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,8552.0,7,No,11.0,3.0,1,1,15,2,2,12,11,2,11,0.0,0.0,1.0,0.0,0.0,0.0,0.5238095238095237,0.33628827451584775
159,34,2231.0,0,Travel_Frequently,303,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,11314.0,6,No,18.0,3.0,4,1,6,3,3,4,3,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.380952380952381,-0.3223511936201377
160,22,2323.0,0,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,11992.0,1,No,24.0,4.0,1,2,2,6,3,2,2,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.09523809523809518,-1.6396301298921085
161,27,2024.0,0,Non-Travel,691,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,5970.0,6,No,18.0,3.0,4,1,6,1,1,2,2,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.21428571428571425,-1.090763906445454
162,28,2713.0,0,Travel_Rarely,440,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,6672.0,1,No,11.0,3.0,3,1,5,2,1,5,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.23809523809523808,-0.9809906617561232
163,57,9439.0,0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,23402.0,3,Yes,16.0,3.0,2,1,12,2,1,5,3,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.9285714285714284,2.2024334342344734
164,27,2566.0,0,Non-Travel,1450,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,25326.0,1,Yes,15.0,3.0,4,1,1,2,2,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.21428571428571425,-1.090763906445454
165,50,19926.0,0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,17053.0,3,No,15.0,3.0,2,0,21,5,3,5,4,4,4,0.0,1.0,0.0,0.0,0.0,0.0,0.7619047619047619,1.434020721409157
166,41,2451.0,0,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,4609.0,4,No,12.0,3.0,1,1,13,2,3,9,8,1,8,0.0,1.0,0.0,0.0,0.0,0.0,0.5476190476190477,0.44606151920517867
167,30,9419.0,0,Travel_Rarely,1339,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,8053.0,2,No,12.0,3.0,3,1,12,2,3,10,9,7,4,0.0,1.0,0.0,0.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
168,38,8686.0,0,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,12930.0,4,No,22.0,4.0,3,0,12,2,4,8,3,0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.4761904761904761,0.11674178513718594
169,32,3038.0,0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,12430.0,3,No,20.0,4.0,1,0,8,2,3,5,4,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.5418976829987995
170,27,3058.0,0,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,13364.0,0,Yes,16.0,3.0,4,1,6,3,2,5,2,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.21428571428571425,-1.090763906445454
171,19,2325.0,1,Travel_Frequently,602,Sales,1,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,20989.0,0,No,21.0,4.0,1,0,1,5,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.02380952380952378,-1.9689498639601013
172,36,2088.0,0,Travel_Frequently,1480,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,15062.0,4,No,12.0,3.0,3,0,13,3,2,8,7,7,2,0.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,-0.10280470424147588
173,30,3072.0,0,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,11012.0,1,No,11.0,3.0,3,2,12,4,3,12,9,6,10,0.0,0.0,0.0,1.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
174,45,5006.0,0,Travel_Rarely,1268,Sales,4,2,Life Sciences,3,Female,30,3,2,Sales Executive,1,Divorced,6319.0,4,Yes,11.0,3.0,1,1,9,3,4,5,4,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.6428571428571428,0.8851544979625023
175,56,4257.0,0,Travel_Rarely,713,Research & Development,8,3,Life Sciences,3,Female,67,3,1,Research Scientist,1,Divorced,13939.0,4,Yes,18.0,3.0,3,1,19,3,3,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.9047619047619047,2.092660189545142
176,33,2500.0,0,Travel_Rarely,134,Research & Development,2,3,Life Sciences,3,Male,90,3,1,Research Scientist,4,Single,10515.0,0,No,14.0,3.0,1,0,4,2,4,3,1,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.35714285714285715,-0.4321244383094686
177,19,1102.0,1,Travel_Rarely,303,Research & Development,2,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,9241.0,1,No,22.0,4.0,3,0,1,3,2,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.02380952380952378,-1.9689498639601013
178,46,10453.0,0,Travel_Rarely,526,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,2137.0,1,No,25.0,4.0,3,3,24,2,3,24,13,15,7,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666665,0.9949277426518331
179,38,2288.0,0,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,3,Female,75,3,1,Laboratory Technician,4,Single,6319.0,1,No,12.0,3.0,3,0,2,3,3,2,2,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.4761904761904761,0.11674178513718594
180,31,3929.0,0,Travel_Rarely,140,Research & Development,12,1,Medical,3,Female,95,3,1,Research Scientist,4,Married,6984.0,8,Yes,23.0,4.0,3,1,7,0,3,4,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
181,34,2311.0,0,Travel_Rarely,629,Research & Development,27,2,Medical,4,Female,95,3,1,Research Scientist,2,Single,5711.0,2,No,15.0,3.0,4,0,9,3,3,3,2,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.380952380952381,-0.3223511936201377
182,41,3140.0,1,Travel_Rarely,1356,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,21728.0,1,Yes,22.0,4.0,4,0,4,5,2,4,3,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.5476190476190477,0.44606151920517867
183,50,3690.0,0,Travel_Rarely,328,Research & Development,1,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,3425.0,2,No,15.0,3.0,4,1,5,2,2,3,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.7619047619047619,1.434020721409157
184,53,4450.0,0,Travel_Rarely,1084,Research & Development,13,2,Medical,4,Female,57,4,2,Manufacturing Director,1,Divorced,26250.0,1,No,11.0,3.0,3,2,5,3,3,4,2,1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333333,1.7633404554771495
185,33,2756.0,0,Travel_Rarely,931,Research & Development,14,3,Medical,4,Female,72,3,1,Research Scientist,2,Married,4673.0,1,No,13.0,3.0,4,1,8,5,3,8,7,1,6,0.0,0.0,0.0,1.0,0.0,0.0,0.35714285714285715,-0.4321244383094686
186,40,19033.0,0,Travel_Rarely,989,Research & Development,4,1,Medical,4,Female,46,3,5,Manager,3,Married,6499.0,1,No,14.0,3.0,2,1,21,2,3,20,8,9,9,0.0,0.0,0.0,1.0,0.0,0.0,0.5238095238095237,0.33628827451584775
187,55,18722.0,0,Travel_Rarely,692,Research & Development,14,4,Medical,3,Male,61,4,5,Research Director,2,Single,13339.0,8,No,11.0,3.0,4,0,36,3,3,24,15,2,15,0.0,0.0,0.0,1.0,0.0,0.0,0.8809523809523809,1.9828869448558113
188,34,9547.0,0,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,4,Male,45,2,2,Manufacturing Director,3,Married,14074.0,1,No,17.0,3.0,3,0,10,2,2,10,9,1,9,0.0,1.0,0.0,0.0,0.0,0.0,0.380952380952381,-0.3223511936201377
189,51,13734.0,0,Travel_Rarely,313,Research & Development,3,3,Medical,4,Female,98,3,4,Healthcare Representative,2,Single,7192.0,3,No,18.0,3.0,3,0,21,6,3,7,7,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.7857142857142856,1.5437939660984878
190,52,19999.0,0,Travel_Rarely,699,Research & Development,1,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,5678.0,0,No,14.0,3.0,1,1,34,5,3,33,18,11,9,0.0,1.0,0.0,0.0,0.0,0.0,0.8095238095238095,1.6535672107878185
191,27,2279.0,0,Travel_Rarely,894,Research & Development,9,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,11781.0,1,No,16.0,3.0,4,0,7,2,2,7,7,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.21428571428571425,-1.090763906445454
192,35,5916.0,1,Travel_Rarely,556,Research & Development,23,2,Life Sciences,2,Male,50,2,2,Manufacturing Director,3,Married,15497.0,3,Yes,13.0,3.0,1,0,8,1,3,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.4047619047619047,-0.21257794893080678
193,43,2089.0,0,Non-Travel,1344,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,5228.0,4,No,14.0,3.0,4,3,7,3,4,5,4,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.5952380952380951,0.6656080085838405
194,45,16792.0,0,Non-Travel,1195,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,20462.0,9,No,23.0,4.0,4,1,22,1,3,20,8,11,8,0.0,0.0,0.0,1.0,0.0,0.0,0.6428571428571428,0.8851544979625023
195,37,3564.0,0,Travel_Rarely,290,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,22977.0,1,Yes,12.0,3.0,1,1,8,3,2,8,7,1,7,0.0,1.0,0.0,0.0,0.0,0.0,0.4523809523809524,0.0069685404478550305
196,35,4425.0,0,Travel_Frequently,138,Research & Development,2,3,Medical,2,Female,37,3,2,Laboratory Technician,2,Single,15986.0,5,No,11.0,3.0,4,0,10,5,3,6,2,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.4047619047619047,-0.21257794893080678
197,42,5265.0,0,Non-Travel,926,Research & Development,21,2,Medical,3,Female,36,3,2,Manufacturing Director,3,Divorced,16439.0,2,No,16.0,3.0,2,1,11,5,3,5,3,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,0.5558347638945096
198,38,6553.0,0,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,4,Male,88,3,2,Manufacturing Director,3,Married,7259.0,9,No,14.0,3.0,2,0,14,3,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761904761904761,0.11674178513718594
